Шал,Тагт,Ашиглалтанд орсон он,Гараж,Цонх,Барилгын давхар,Хаалга,Талбай,Хэдэн давхарт,Лизинг,Дүүрэг,Цонхны тоо,Байршил,Зарын дугаар: ,Огноо,Зарын гарчиг,Үнэ,Байрлал,Хэрэглэгчийн нэр,Хэрэглэгчийн дугаар,Үзсэн,Зарын тайлбар
Паркет,Тагтгүй,1990,Байхгүй,Вакум,9,Бүргэд,44.0 м²,1,Лизинггүй,Сонгино Хайрхан,2,1-р хороолол,3627367,Нийтэлсэн: 2020-02-05 11:02,1 uruu bair 42m2,75000000.0,Улаанбаатар,Цагаан,500381,93,1
Паркет,1 тагттай,2004,Байхгүй,Вакум,5,Бүргэд,35.0 м²,2,Лизинггүй,Баянгол,2,"3, 4 хороолол",3697902,Нийтэлсэн: 2020-02-05 11:27,"3.4 horoolol eh nylhas, gurvan gal emnelgiin urd 1 uruu",57000000.0,Улаанбаатар,1 Oroo bair,433560,141,1
Паркет,1 тагттай,2018,Байхгүй,Вакум,12,Төмөр,39.0 м²,8,Лизинггүй,Сүхбаатар,2,15-р хороолол,3709765,Нийтэлсэн: 2020-02-05 11:42,100 aild 1uruu bair,1850000.0,Улаанбаатар,Daarii,638504,155,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,30.0 м²,5,Лизинггүй,Баянзүрх,2,Амгалан,3668681,Нийтэлсэн: 2020-02-05 12:31,Батлан хамгаалахын их сургуулийн чанх урд 1 өрөө 30м2,1090000.0,Улаанбаатар,bair,925466,145,12
Паркет,1 тагттай,2010,Байхгүй,Вакум,7,Бүргэд,35.0 м²,3,Лизинггүй,Сонгино Хайрхан,2,5 шар,3710253,Нийтэлсэн: 2020-02-05 13:13,5 шард 1 өрөө байр,1500000.0,Улаанбаатар,shunku,168572,112,2
Паркет,1 тагттай,2015,Байхгүй,Вакум,11,Бүргэд,39.0 м²,7,Лизинггүй,Баянгол,1,Нарны хороолол,3710038,Нийтэлсэн: 2020-02-05 12:24,Нарны хороолол 1 өрөө байр,2150000.0,Улаанбаатар,Зөв Эргэлт,483289,194,1
Паркет,1 тагттай,2018,Байхгүй,Вакум,5,Бүргэд,31.0 м²,1,Лизинггүй,Баянгол,2,10-р хороолол,3123149,Нийтэлсэн: 2020-02-05 13:14,10-р хороололд 1 өрөө байр 31м2,50000000.0,Улаанбаатар,Enkhmurun,306137,246,2
Паркет,Тагтгүй,2013,Байгаа,Вакум,5,Бүргэд,30.0 м²,5,Хувь лизингтэй,Хан-Уул,1,Viva city,3595737,Нийтэлсэн: 2020-02-05 13:56,"Вива сити хороололд 30,3м2 1 өрөө байр",50000000.0,Улаанбаатар,Гэрэлмаа,1167359,450,6
Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,32.5 м²,4,Лизинггүй,Сонгино Хайрхан,2,21-р хороолол,3596281,Нийтэлсэн: 2020-02-05 13:27,1 өрөө байр 32.5м2,46000000.0,Улаанбаатар,shine bair,279243,299,1
Паркет,1 тагттай,2010,Байхгүй,Вакум,15,Бүргэд,55.0 м²,4,Лизинггүй,Сүхбаатар,1,Бусад,3419396,Нийтэлсэн: 2020-02-05 14:14,Номун хотхонд 1өрөө 55м2,109250000.0,Улаанбаатар,Chimgee,1160642,558,1
Паркет,Тагтгүй,2013,Байхгүй,Вакум,5,Бүргэд,30.3 м²,2,Лизинггүй,Хан-Уул,1,Viva city,3710557,Нийтэлсэн: 2020-02-05 14:18,Viva city 1 өрөө байр 30м2,46000000.0,Улаанбаатар,Мандах зууч ХХК,1165250,191,1
Паркет,1 тагттай,2019,Байхгүй,Вакум,9,Бүргэд,41.2 м²,8,Лизинггүй,Чингэлтэй,1,Дэнжийн 1000,3336349,Нийтэлсэн: 2020-02-05 14:44,Баянбүрдийн тойргийн баруун хойно шинэчлэл хороололд 1 өрөө,1700000.0,Улаанбаатар,bb remax,245467,197,4
Паркет,Тагтгүй,2013,Байхгүй,Вакум,9,Бүргэд,38.0 м²,5,Лизинггүй,Хан-Уул,1,Хурд,3710673,Нийтэлсэн: 2020-02-05 14:49,Хурдад 1 өрөө байр,77000000.0,Улаанбаатар,lhagwa,988229,251,1
Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,40.0 м²,11,Лизинггүй,Сүхбаатар,2,11-р хороолол,3710923,Нийтэлсэн: 2020-02-05 15:38,Гал тогоо тусдаа 1 өрөө байр,63000000.0,Улаанбаатар,Ичко,80645,231,1
Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,30.0 м²,10,Лизинггүй,Баянгол,2,Баруун 4 зам,2584140,Нийтэлсэн: 2020-02-05 15:03,Тбд андуудын хойно 1өрөө 30м2,52000000.0,Улаанбаатар,эт,760309,117,1
Паркет,1 тагттай,1987,Байхгүй,Вакум,9,Бүргэд,44.0,9,Лизинггүй,Сонгино Хайрхан,2,1-р хороолол,3330352,Нийтэлсэн: 2020-02-02 18:41,1р хороололд 1 өрөө байр 44м2,56000000.0,Улаанбаатар,Boldbaatar,1098253,156,3
Паркет,1 тагттай,2014,Байхгүй,Вакум,10,Бүргэд,33.25 м²,7,Лизинггүй,Сонгино Хайрхан,3,21-р хороолол,3701826,Нийтэлсэн: 2020-02-02 17:31,21р хороолол 33.25м2,68000000.0,Улаанбаатар,unumunkh,474867,194,1
Паркет,1 тагттай,2011,Байхгүй,Вакум,5,Бүргэд,31.0,3,Лизинггүй,Налайх,2,Бусад,3702442,Нийтэлсэн: 2020-02-02 21:08,Цэнгэг хотхонд 1 өрөө байр,40000000.0,Улаанбаатар,tsengeg hothon,1369729,152,1
Паркет,1 тагттай,2010,Байхгүй,Вакум,5,Бүргэд,28.5 м²,1,Лизинггүй,Баянгол,2,Баруун 4 зам,3171518,Нийтэлсэн: 2020-02-02 22:09,Андууд 1 өрөө 28.5м2,50000000.0,Улаанбаатар,Ulzii,388910,189,1
Паркет,1 тагттай,2012,Байхгүй,Вакум,5,Бүргэд,29.0 м²,1,Лизинггүй,Баянгол,2,10-р хороолол,2604367,Нийтэлсэн: 2020-02-03 10:08,10-р хороолол,55000000.0,Улаанбаатар,зул,697609,188,1
Паркет,1 тагттай,2018,Байхгүй,Вакум,16,Бүргэд,41.6 м²,7,Лизинггүй,Баянзүрх,2,Бусад,3702870,Нийтэлсэн: 2020-02-03 06:13,"Чухаг-2 хотхон бзд-т дүнжингарав худалдааны төвийн урд, үндэсний цэц",96000000.0,Улаанбаатар,Erka,277607,133,25
Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,30.0 м²,10,Лизинггүй,Баянгол,2,Бусад,2994617,Нийтэлсэн: 2020-02-03 10:22,Тбд андуудын хойно 1 өрөө,52000000.0,Улаанбаатар,Нэргүй,750488,66,1
Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,30.0 м²,10,Лизинггүй,Баянгол,2,Бусад,2489480,Нийтэлсэн: 2020-02-03 11:09,Тбд андуудын хойно 1 өрөө 30м2,52000000.0,Улаанбаатар,түмээ,697608,157,1
Паркет,1 тагттай,1998,Байхгүй,Вакум,9,Бүргэд,48.0 м²,6,Лизинггүй,Сонгино Хайрхан,2,Бусад,3702849,Нийтэлсэн: 2020-02-03 06:22,Gal tusdaa 1uruu bair,55000000.0,Улаанбаатар,Battulga,67614,569,1
Паркет,1 тагттай,2012,Байхгүй,Вакум,9,Бүргэд,27.0 м²,1,Лизинггүй,Сонгино Хайрхан,2,21-р хороолол,3703330,Нийтэлсэн: 2020-02-03 11:20,Схд 21 хороололд 1 давхрын 1 өрөө байр 27м2,62000000.0,Улаанбаатар,remax Золзаяа,218552,45,2
Мод,Тагтгүй,1980,Байхгүй,Мод,1,Мод,69.0 м²,1,Лизинггүй,Орон нутаг,1,Бусад,3649837,Нийтэлсэн: 2020-02-03 11:49,Төв зуунмод сум 1-р баг жаргалан хотхонд 1 өрөө орон сууц,35000000.0,Төв,төв аймгийн хөрөнгө зууч,586597,47,3
Паркет,1 тагттай,2014,Байхгүй,Вакум,17,Бүргэд,47.61 м²,17,Банкны лизингтэй,Баянзүрх,2,13-р хороолол,3703353,Нийтэлсэн: 2020-02-03 11:26,Замын цагдаагаас зүүн тийш амартүвшин хотхонд орон сууц,70000000.0,Улаанбаатар,Б.Гантөгс,63438,188,2
Паркет,1 тагттай,2016,Байхгүй,Вакум,10,Бүргэд,39.0 м²,8,Лизинггүй,Хан-Уул,2,19-р хороолол,3704357,Нийтэлсэн: 2020-02-03 15:19,1 өрөө 39м2,65000000.0,Улаанбаатар,Sky,1003949,241,6
Паркет,Тагтгүй,2019,Байхгүй,Вакум,11,Бүргэд,36.0 м²,10,Лизинггүй,Сонгино Хайрхан,3,21-р хороолол,3643973,Нийтэлсэн: 2020-02-03 11:24,21 хорооллын хойно дуплекс 1 өрөө 36м2 байр,68000000.0,Улаанбаатар,Төгсөө,817047,376,1
Паркет,Тагтгүй,2012,Байхгүй,Вакум,5,Төмөр,20.2 м²,5,Лизинггүй,Хан-Уул,1,Viva city,3703899,Нийтэлсэн: 2020-02-03 13:32,Худ vivacitid 1 өрөө байр,35000000.0,Улаанбаатар,Даваадорж,680554,403,1
Паркет,1 тагттай,2014,Байхгүй,Модон вакум,6,Бүргэд,29.0,4,Хувь лизингтэй,Баянгол,2,"3, 4 хороолол",3704514,Нийтэлсэн: 2020-02-03 16:00,1өрөө,55000000.0,Улаанбаатар,Гүнт,695751,114,1
Паркет,1 тагттай,2009,Байхгүй,Вакум,6,Төмөр,33.0,6,Лизинггүй,Баянгол,2,5 шар,3528686,Нийтэлсэн: 2020-02-03 15:56,Бгд-н 20р хороо энхжин худалдааны төвийн баруун урд 1 өрөө 33м2,36800000.0,Улаанбаатар,lkhamaa,500930,1028,4
Паркет,1 тагттай,2017,Байхгүй,Вакум,7,Бүргэд,43.0 м²,5,Лизинггүй,Хан-Уул,1,Зайсан,3704579,Нийтэлсэн: 2020-02-03 16:07,Зайсанд 1 өрөө байр,2200000.0,Улаанбаатар,Тунгалаг,427906,234,1
Паркет,1 тагттай,2014,Байхгүй,Вакум,5,Бүргэд,33.0 м²,2,Лизинггүй,Баянгол,2,5 шар,3704550,Нийтэлсэн: 2020-02-03 16:06,1 uruu,46000000.0,Улаанбаатар,odnoo,231086,431,1
Паркет,1 тагттай,2013,Байхгүй,Вакум,15,Бүргэд,27.0 м²,15,Лизинггүй,Сонгино Хайрхан,1,5 шар,3710982,Нийтэлсэн: 2020-02-05 15:53,Залуус хороололд 1 өрөө байр 27м2,40000000.0,Улаанбаатар,Tsewlee,93234,174,1
Паркет,1 тагттай,2012,Байхгүй,Вакум,16,Бүргэд,30.0 м²,16,Лизинггүй,Баянгол,1,10-р хороолол,3669970,Нийтэлсэн: 2020-02-05 16:03,Golden park 2-т 301-р байранд 1 өрөө 30м2 байр,45000000.0,Улаанбаатар,ganaa,565829,322,1
Паркет,1 тагттай,2014,Байхгүй,Вакум,5,Бүргэд,39.87 м²,4,Лизинггүй,Хан-Уул,2,Яармаг,3711000,Нийтэлсэн: 2020-02-05 15:58,Шинэ өргөө хороолол 39.87м2 1өрөө орон сууц,71000000.0,Улаанбаатар,Энхээ,214636,158,4
Мод,1 тагттай,2015,Байхгүй,Вакум,15,Бүргэд,54.0 м²,10,Лизинггүй,Баянзүрх,1,Бусад,3709398,Нийтэлсэн: 2020-02-05 16:55,Шөнийн захтай барилга 54 м2 1 өрөө байр,88000000.0,Улаанбаатар,ser,756281,71,1
Паркет,1 тагттай,2015,Байхгүй,Вакум,6,Бүргэд,36.0 м²,5,Лизинггүй,Баянгол,1,Бусад,3670807,Нийтэлсэн: 2020-02-05 16:09,Бгд гэмтэлд 1 өрөө,50000000.0,Улаанбаатар,Анхцэцэг,747094,167,2
Паркет,1 тагттай,2018,Байхгүй,Вакум,9,Төмөр,35.0 м²,8,Лизинггүй,Баянгол,1,"3, 4 хороолол",3054332,Нийтэлсэн: 2020-02-05 20:09,Говь сауны баруун талд 35м2 1өрөө.,64000000.0,Улаанбаатар,Батцэнгэл,338340,657,3
Паркет,1 тагттай,2009,Байхгүй,Вакум,5,Төмөр,30.9 м²,1,Лизинггүй,Баянзүрх,2,Сансар,3711363,Нийтэлсэн: 2020-02-05 17:56,Sansart 30mkv 1 uruu,49000000.0,Улаанбаатар,Suvdaa,1360592,299,5
Паркет,1 тагттай,1990,Байхгүй,Вакум,9,Бүргэд,30.0 м²,7,Лизинггүй,Баянзүрх,3,13-р хороолол,3711403,Нийтэлсэн: 2020-02-05 18:07,Бөхийн өргөөнд хуучны 1 өрөө,68000000.0,Улаанбаатар,PEACE PROPERTIES LLC,564545,293,10
Паркет,1 тагттай,2013,Байхгүй,Вакум,16,Бүргэд,26.27 м²,3,Лизинггүй,Сүхбаатар,1,13-р хороолол,3711922,Нийтэлсэн: 2020-02-05 21:50,Хотийн төвд 1өрөө тавилагатай 26.27м2,52000000.0,Улаанбаатар,Анужин C21,1372815,372,6
Паркет,1 тагттай,2015,Байхгүй,Вакум,16,Бүргэд,39.0,16,Банкны лизингтэй,Сонгино Хайрхан,3,19-р хороолол,3711808,Нийтэлсэн: 2020-02-05 22:43,1 өрөө байр 39м2,60000000.0,Улаанбаатар,мөнгөн,704103,59,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,26.0 м²,10,Хувь лизингтэй,Баянзүрх,2,Шар хад,3712099,Нийтэлсэн: 2020-02-06 07:01,Батлан хамгаалахын зүүн баганат өргөө хороололд 1 өрөө байр,42000000.0,Улаанбаатар,Ган-эрдэнэ,1331271,225,5
Паркет,1 тагттай,2010,Байхгүй,Вакум,9,Бүргэд,30.0 м²,4,Лизинггүй,Хан-Уул,2,Нисэх,3281598,Нийтэлсэн: 2020-02-06 10:17,Нисэхэд 1 өрөө байр,46000000.0,Улаанбаатар,Үл хөдлөх,1079498,124,13
Паркет,1 тагттай,2018,Байхгүй,Вакум,5,Бүргэд,40.0,3,Лизинггүй,Сонгино Хайрхан,2,5 шар,3712315,Нийтэлсэн: 2020-02-06 09:26,1 oroo,1300000.0,Улаанбаатар,баир,1382504,146,1
Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,49.0 м²,10,Лизинггүй,Баянгол,1,Нарны хороолол,3712052,Нийтэлсэн: 2020-02-06 07:14,"Нарны хороололд 12/10 давхарт 49,03мкв 1 өрөө байр",2050000.0,Улаанбаатар,Ган-эрдэнэ,1331271,188,12
Паркет,Тагтгүй,2013,Байхгүй,Вакум,5,Бүргэд,30.3 м²,4,Лизинггүй,Хан-Уул,1,Viva city,3712388,Нийтэлсэн: 2020-02-06 10:02,Viva cityd 1 uruu bair,45000000.0,Улаанбаатар,Гэгээ,5503,202,10
Паркет,1 тагттай,2013,Байхгүй,Вакум,16,Бүргэд,30.0 м²,7,Лизинггүй,Баянгол,1,10-р хороолол,3712815,Нийтэлсэн: 2020-02-06 11:50,1 өрөө байр 30м2,45000000.0,Улаанбаатар,buyantogtoh,296754,585,1
Паркет,Тагтгүй,2008,Байхгүй,Вакум,6,Төмөр,20.0 м²,2,Лизинггүй,Хан-Уул,1,Viva city,3567790,Нийтэлсэн: 2020-02-06 12:08,Viva city д 1 өрөө байр,42000000.0,Улаанбаатар,Uuree,629062,273,1
Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,30.0 м²,10,Лизинггүй,Баянгол,2,Бусад,3206762,Нийтэлсэн: 2020-02-06 09:46,Тбд андуудын хойно 1 өрөө,52000000.0,Улаанбаатар,tumentstseg,717970,214,1
Паркет,1 тагттай,1981,Байхгүй,Вакум,9,Бүргэд,20.0 м²,3,Лизинггүй,Баянгол,2,"3, 4 хороолол",3712995,Нийтэлсэн: 2020-02-06 12:24,3 horoolold 1 oroo bair,70000000.0,Улаанбаатар,Нэрtulgaa,470161,147,1
Паркет,1 тагттай,2010,Байхгүй,Вакум,16,Бүргэд,36.0,9,Лизинггүй,Баянгол,2,Бусад,3713255,Нийтэлсэн: 2020-02-06 13:16,Максмоллд 1 өрөө 36м2 тавилгатай,2200000.0,Улаанбаатар,Элит стар зууч,1073852,51,3
Паркет,1 тагттай,2010,Байхгүй,Вакум,10,Бүргэд,29.0 м²,5,Лизинггүй,Чингэлтэй,1,Баянбүрд,3299840,Нийтэлсэн: 2020-02-06 13:39,Hotiin tuwd 1 oroo bair 29m2,55000000.0,Улаанбаатар,Notebook,82666,1451,1
Паркет,1 тагттай,2010,Байхгүй,Вакум,16,Бүргэд,36.0 м²,9,Лизинггүй,Баянгол,2,Бусад,3713278,Нийтэлсэн: 2020-02-06 13:21,Максмоллд 1 өрөө 36м2,2200000.0,Улаанбаатар,Элит стар зууч,1073852,216,6
Паркет,1 тагттай,2008,Байхгүй,Вакум,16,Бүргэд,51.0 м²,13,Лизинггүй,Сүхбаатар,3,Баруун 4 зам,3689284,Нийтэлсэн: 2020-02-06 14:03,Голомт хотхонд 51мкв байр,120000000.0,Улаанбаатар,PEACE PROPERTIES LLC,564545,213,10
